id,label,type,group,scene_name,size
event/7d7fa976,"I got dressed, darkly wiping my sanguinary face at intervals, and I said, 'Can I help you?' and he said 'No thankee,' and I said 'Good afternoon,' and he said 'Same to you.'",Event,ACKNOWLEDGMENT,No Scene,1
event/f5fb37a0,"When I got into the courtyard, I found Estella waiting with the keys.",Event,ARRIVAL,No Scene,1
event/4d4081b1,"But she neither asked me where I had been, nor why I had kept her waiting; and there was a bright flush upon her face, as though something had happened to delight her.",Event,CHARACTER_EMOTION_SPIKE,No Scene,1
event/19832c5f,"Instead of going straight to the gate, too, she stepped back into the passage, and beckoned me.",Event,CONNECTION_DEEPENED,No Scene,1
event/43f842ad,"'Come here! You may kiss me, if you like.' I kissed her cheek as she turned it to me.",Event,CONNECTION_DEEPENED,No Scene,1
event/7ad147a9,She beckoned Philip Pirrip to come and kiss her.,Event,CONNECTION_DEEPENED,No Scene,1
event/0d224f69,Philip Pirrip kissed Estella Havisham's cheek.,Event,CONNECTION_DEEPENED,No Scene,1
event/df9d85fe,Philip Pirrip neared home and saw the light on the spit of sand off the point on the marshes gleaming against a black night-sky.,Event,ARRIVAL,No Scene,1
event/8032d5e3,My mind grew very uneasy on the subject of the pale young gentleman.,Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/8de50926,"I felt that the pale young gentleman’s blood was on my head, and that the Law would avenge it.",Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/3a870b1e,"For some days, I even kept close at home, and looked out at the kitchen door with the greatest caution and trepidation before going on an errand, lest the officers of the County Jail should pounce upon me.",Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/4bb2da51,I tried to wash out that evidence of my guilt in the dead of night.,Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/6dd44f80,"I twisted my imagination into a thousand tangles, as I devised incredible ways of accounting for that damnatory circumstance when I should be haled before the Judges.",Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/81b4ec6f,"When the day came round for my return to the scene of the deed of violence, my terrors reached their height.",Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/f2f54406,"The pale young gentleman’s nose had stained my trousers, and I tried to wash out that evidence of my guilt in the dead of night.",Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/14c76bbc,"I had cut my knuckles against the pale young gentleman’s teeth, and I twisted my imagination into a thousand tangles, as I devised incredible ways of accounting for that damnatory circumstance when I should be haled before the Judges.",Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/4e47bce8,"When the day came round for my return to the scene of the deed of violence, my terrors reached their height.",Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/39528655,"Whether myrmidons of Justice, especially sent down from London, would be lying in ambush behind the gate.",Event,ANTICIPATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/7015573b,"Whether Miss Havisham, preferring to take personal vengeance for an outrage done to her house, might rise in those grave-clothes of hers, draw a pistol, and shoot me dead.",Event,ANTICIPATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/e4a17756,"Whether suborned boys—a numerous band of mercenaries—might be engaged to fall upon me in the brewery, and cuff me until I was no more.",Event,ANTICIPATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/74dbe802,"It was high testimony to my confidence in the spirit of the pale young gentleman, that I never imagined him accessory to these retaliations.",Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/4418bc01,"Go to Miss Havisham’s I must, and go I did.",Event,PHYSICAL_MOVEMENT,Events related to the pale young gentleman and Miss Havisham's house,1
event/77f3c8f8,"Nothing came of the late struggle. It was not alluded to in any way, and no pale young gentleman was to be discovered on the premises.",Event,PHYSICAL_ACTION,Events related to the pale young gentleman and Miss Havisham's house,1
event/2ea51a5e,I explored the garden and looked in at the windows of the detached house.,Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/500e2b4f,I covered traces of the young gentleman's gore with garden-mould.,Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/02aa1d19,I entered on a regular occupation of pushing Miss Havisham in a garden-chair.,Event,COMPANIONSHIP_FORMED,Events related to the pale young gentleman and Miss Havisham's house,1
event/927be71d,"I entered, that same day, on a regular occupation of pushing Miss Havisham in this chair.",Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/b3afb9e7,"Miss Havisham talked more to me, and asked me such questions as what had I learnt and what was I going to be.",Event,CONNECTION_DEEPENED,Events related to the pale young gentleman and Miss Havisham's house,1
event/5f81e270,I told her I was going to be apprenticed to Joe.,Event,ASPIRATION_REVEALED,Events related to the pale young gentleman and Miss Havisham's house,1
event/80e80194,"Estella was always about, and always let me in and out.",Event,COMPANIONSHIP_FORMED,Events related to the pale young gentleman and Miss Havisham's house,1
event/bb323f0a,"Estella was always about, and always let Pip in and out, but never told Pip he might kiss her again.",Event,CONNECTION_DEEPENED,Events related to the pale young gentleman and Miss Havisham's house,1
event/c245a419,"Sometimes, Estella would coldly tolerate Pip; sometimes, she would condescend to Pip; sometimes, she would be quite familiar with Pip; sometimes, she would tell Pip energetically that she hated him.",Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/6171aee5,"Miss Havisham would often ask Pip in a whisper, or when they were alone, 'Does Estella grow prettier and prettier, Pip?'",Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/e7ba58b1,"When Pip said yes, Miss Havisham would seem to enjoy it greedily.",Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/73a3e708,"When Pip and Estella played at cards, Miss Havisham would look on, with a miserly relish of Estella’s moods.",Event,CONNECTION_DEEPENED,Events related to the pale young gentleman and Miss Havisham's house,1
event/40d23cc6,"Sometimes, when Estella's moods were so many and so contradictory of one another that Pip was puzzled what to say or do, Miss Havisham would embrace Estella with lavish fondness, murmuring something in her ear that sounded like 'Break their hearts my pride and hope, break their hearts and have no mercy!'",Event,CHARACTER_TRANSFORMATION_SIGNAL,Events related to the pale young gentleman and Miss Havisham's house,1
event/39fddd2b,"Joe used to hum fragments of a song at the forge, of which the burden was Old Clem.",Event,ACKNOWLEDGMENT,Events related to the pale young gentleman and Miss Havisham's house,1
event/75f40031,"Miss Havisham suddenly saying to Philip Pirrip, with the impatient movement of her fingers, 'There, there, there! Sing!'",Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/6433c690,Philip Pirrip was surprised into crooning this ditty as he pushed Miss Havisham over the floor.,Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/438960f1,"Miss Havisham suddenly saying to Philip Pirrip, with the impatient movement of her fingers, 'There, there, there! Sing!'",Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/29b31171,Philip Pirrip was surprised into crooning the ditty as he pushed Miss Havisham over the floor.,Event,PHYSICAL_MOVEMENT,Events related to the pale young gentleman and Miss Havisham's house,1
event/3c9e6c81,Miss Havisham took up the ditty in a low brooding voice as if she were singing in her sleep.,Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/e7406d63,"It became customary for Philip Pirrip, Miss Havisham, and Estella to sing the ditty as they moved about.",Event,COMPANIONSHIP_FORMED,Events related to the pale young gentleman and Miss Havisham's house,1
event/58d84d55,Philip Pirrip wondered what he could become with these surroundings and how his character could fail to be influenced by them.,Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/3feb60ff,Philip Pirrip considered telling Joe about the pale young gentleman but refrained due to previous enormous inventions.,Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/bc39df37,"Miss Havisham suddenly saying to Philip Pirrip, with the impatient movement of her fingers, 'There, there, there! Sing!'",Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/80f25a61,Philip Pirrip was surprised into crooning a ditty as he pushed Miss Havisham over the floor.,Event,ACTION_TENSION,Events related to the pale young gentleman and Miss Havisham's house,1
event/9ba7f753,Miss Havisham took up the ditty in a low brooding voice as if she were singing in her sleep.,Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/04e75172,Estella would often join in the ditty.,Event,COMPANIONSHIP_FORMED,Events related to the pale young gentleman and Miss Havisham's house,1
event/a9e2e3f7,Philip Pirrip wondered what he could become with these surroundings.,Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/5fe22546,"Philip Pirrip felt that Joe could hardly fail to discern in the pale young gentleman, an appropriate passenger to be put into the black velvet coach; therefore, he said nothing of him.",Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/b16ba08a,She took it up in a low brooding voice as if she were singing in her sleep.,Event,CHARACTER_EMOTION_SPIKE,Events related to the pale young gentleman and Miss Havisham's house,1
event/b93dc59a,Estella would often join in.,Event,COMPANIONSHIP_FORMED,Events related to the pale young gentleman and Miss Havisham's house,1
event/d24ea3dd,What could I become with these surroundings?,Event,CONTEMPLATION,Events related to the pale young gentleman and Miss Havisham's house,1
event/68e8cbe9,I reposed complete confidence in no one but Biddy; but I told poor Biddy everything.,Event,CONNECTION_DEEPENED,Family dynamics and conflicts,1
event/d7f7f8be,"Councils went on in the kitchen at home, fraught with almost insupportable aggravation to my exasperated spirit.",Event,COMMUNITY_STRESS,Family dynamics and conflicts,1
event/cce91a28,I reposed complete confidence in no one but Biddy; but I told poor Biddy everything.,Event,CONNECTION_DEEPENED,Family dynamics and conflicts,1
event/737cc5fc,"Councils went on in the kitchen at home, fraught with almost insupportable aggravation to my exasperated spirit.",Event,COMMUNITY_STRESS,Family dynamics and conflicts,1
event/8068366e,Pumblechook used often to come over of a night for the purpose of discussing my prospects with my sister.,Event,ANTICIPATION,Family dynamics and conflicts,1
event/6e806a6d,Pumblechook would drag me up from my stool (usually by the collar) where I was quiet in a corner.,Event,PHYSICAL_MOVEMENT,Family dynamics and conflicts,1
event/3ef9b9ec,Pumblechook would put me before the fire as if I were going to be cooked.,Event,ACTION_TENSION,Family dynamics and conflicts,1
event/4a48a75e,The miserable man would drag me up from my stool and put me before the fire.,Event,ACTION_TENSION,Family dynamics and conflicts,1
event/51b98f4c,He would rumple my hair the wrong way and hold me by the sleeve.,Event,ACTION_TENSION,Family dynamics and conflicts,1
event/2a4fb3a9,He and my sister would pair off in nonsensical speculations about Miss Havisham.,Event,CONTEMPLATION,Family dynamics and conflicts,1
event/a4127756,"I used to want to burst into spiteful tears, fly at Pumblechook, and pummel him all over.",Event,CHARACTER_EMOTION_SPIKE,Family dynamics and conflicts,1
event/a7a77320,My sister spoke to me as if she were morally wrenching one of my teeth out at every reference.,Event,ACTION_TENSION,Family dynamics and conflicts,1
event/d58368ef,Pumblechook would sit supervising me with a depreciatory eye.,Event,ACTION_TENSION,Family dynamics and conflicts,1
event/a7fea65a,My sister spoke to me as if she were morally wrenching one of my teeth out at every reference.,Event,ACTION_TENSION,Family dynamics and conflicts,1
event/10cf37cd,Pumblechook would sit supervising me with a depreciatory eye.,Event,ACTION_TENSION,Family dynamics and conflicts,1
event/9bc7254d,Joe bore no part in these discussions.,Event,AUTONOMY_ASSERTION,Family dynamics and conflicts,1
event/0c8f6c81,Mrs. Joe perceiving that Joe was not favourable to my being taken from the forge.,Event,CONFLICT_IGNITION,Family dynamics and conflicts,1
event/a0d62344,Joe sat with the poker on his knees thoughtfully raking out the ashes.,Event,CONTEMPLATION,Family dynamics and conflicts,1
event/c1281f87,"My sister would dive at Joe, take the poker out of his hands, shake him, and put it away.",Event,ACTION_TENSION,Family dynamics and conflicts,1
event/d341bc8a,Joe sat with the poker on his knees thoughtfully raking out the ashes between the lower bars,Event,CONTEMPLATION,Family dynamics and conflicts,1
event/3cc0ee2b,"My sister would dive at Joe, take the poker out of his hands, shake him, and put it away",Event,CONFLICT_IGNITION,Family dynamics and conflicts,1
event/d0b8d08b,"My sister would swoop upon me with, 'Come! there’s enough of you! You get along to bed; you’ve given trouble enough for one night, I hope!'",Event,ACTION_TENSION,Family dynamics and conflicts,1
event/d6e04c36,"Miss Havisham stopped short as she and I were walking, she leaning on my shoulder; and said with some displeasure, 'You are growing tall, Pip!'",Event,CHARACTER_EMOTION_SPIKE,Interactions with Miss Havisham and Estella,1
event/0cac7d82,"Miss Havisham stopped and looked at me again; and presently again; and after that, looked frowning and moody",Event,CONTEMPLATION,Interactions with Miss Havisham and Estella,1
event/ebe31be5,"My sister would swoop upon me with, 'Come! there's enough of you! You get along to bed; you've given trouble enough for one night, I hope!'",Event,ACTION_TENSION,Interactions with Miss Havisham and Estella,1
event/48ae0c0b,"Miss Havisham stopped short as she and I were walking, she leaning on my shoulder; and said with some displeasure, 'You are growing tall, Pip!'",Event,CONTEMPLATION,Interactions with Miss Havisham and Estella,1
event/84811ff9,"Miss Havisham stopped and looked at me again; and presently again; and after that, looked frowning and moody.",Event,CONTEMPLATION,Interactions with Miss Havisham and Estella,1
event/e566c1a4,Miss Havisham stayed me with a movement of her impatient fingers: 'Tell me the name again of that blacksmith of yours.',Event,CONTEMPLATION,Interactions with Miss Havisham and Estella,1
event/c0c60b55,'You had better be apprenticed at once.',Event,ADVICE_OFFERED,Interactions with Miss Havisham and Estella,1
event/a20b7fe7,"My sister would stop herself in a yawn and swoop upon me with, 'Come! there's enough of you! You get along to bed; you've given trouble enough for one night, I hope!'",Event,ACTION_TENSION,Interactions with Miss Havisham and Estella,1
event/08022860,"Miss Havisham stopped short as she and I were walking, she leaning on my shoulder, and said with some displeasure, 'You are growing tall, Pip!'",Event,CHARACTER_EMOTION_SPIKE,Interactions with Miss Havisham and Estella,1
event/d3fb341b,"Miss Havisham said, 'You had better be apprenticed at once. Would Gargery come here with you, and bring your indentures, do you think?'",Event,ADVICE_OFFERED,Interactions with Miss Havisham and Estella,1
event/708f4174,Miss Havisham asked Pip about the name of the blacksmith.,Event,ACKNOWLEDGMENT,Interactions with Miss Havisham and Estella,1
event/5821d4f6,Miss Havisham instructed Pip to be apprenticed to Joe Gargery.,Event,ADVICE_OFFERED,Interactions with Miss Havisham and Estella,1
event/3b0a8e6e,Miss Havisham asked if Joe Gargery would come with Pip and bring his indentures.,Event,ANTICIPATION,Interactions with Miss Havisham and Estella,1
event/3dd86242,Pip delivered Miss Havisham's message to Joe Gargery.,Event,ARRIVAL,Interactions with Miss Havisham and Estella,1
event/ecfe4556,Pip's sister went on a rampage after hearing the message.,Event,CHARACTER_EMOTION_SPIKE,Interactions with Miss Havisham and Estella,1
event/6ef5daac,Pip's sister threw a candlestick at Joe Gargery.,Event,CONFLICT_IGNITION,Interactions with Miss Havisham and Estella,1
event/d060192b,Pip's sister began cleaning up the house in a frenzy.,Event,ACTION_TENSION,Interactions with Miss Havisham and Estella,1
event/0745307c,"She asked me and Joe whether we supposed she was door-mats under our feet, and how we dared to use her so, and what company we graciously thought she was fit for?",Event,CONFLICT_IGNITION,Interactions with Miss Havisham and Estella,1
event/536e3d9a,She threw a candlestick at Joe,Event,ACTION_TENSION,Interactions with Miss Havisham and Estella,1
event/21b2ca4a,She burst into a loud sobbing,Event,CHARACTER_EMOTION_SPIKE,Interactions with Miss Havisham and Estella,1
event/081ece83,"She got out the dustpan, put on her coarse apron, and began cleaning up to a terrible extent",Event,ACTION_TENSION,Interactions with Miss Havisham and Estella,1
event/3598a021,"She took to a pail and scrubbing-brush, and cleaned us out of house and home, so that we stood shivering in the back-yard",Event,ACTION_TENSION,Interactions with Miss Havisham and Estella,1
event/95c20ff5,It was ten o’clock at night before we ventured to creep in again,Event,CONTEMPLATION,Interactions with Miss Havisham and Estella,1
event/b2a547bc,She asked Joe why he hadn’t married a Negress Slave at once?,Event,CONFLICT_IGNITION,Interactions with Miss Havisham and Estella,1
event/c987dcd8,"Joe offered no answer, poor fellow, but stood feeling his whisker and looking dejectedly at me, as if he thought it really might have been a better speculation.",Event,CONTEMPLATION,Interactions with Miss Havisham and Estella,1
event/6c27a0ad,Joe arraying himself in his Sunday clothes to accompany me to Miss Havisham’s,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/b4a753d7,My sister declared her intention of going to town with us,Event,ASPIRATION_REVEALED,Joe and Pip's visit to Miss Havisham's house,1
event/e55c0c95,"Joe inscribed in chalk upon the door the monosyllable HOUT, accompanied by a sketch of an arrow",Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/c5dd44f4,"We walked to town, my sister leading the way",Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/b6449ca1,"Joe inscribed in chalk upon the door the monosyllable HOUT, accompanied by a sketch of an arrow supposed to be flying in the direction he had taken.",Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/1cbb8811,"We walked to town, my sister leading the way in a very large beaver bonnet, and carrying a basket like the Great Seal of England in plaited Straw, a pair of pattens, a spare shawl, and an umbrella.",Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/c787bc0f,"When we came to Pumblechook’s, my sister bounced in and left us.",Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/d91f075b,"Joe inscribed in chalk upon the door the monosyllable HOUT, accompanied by a sketch of an arrow.",Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/14887d88,"We walked to town, my sister leading the way in a very large beaver bonnet, and carrying a basket, a pair of pattens, a spare shawl, and an umbrella.",Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/9d7721c4,My sister bounced in and left us at Pumblechook’s.,Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/b89c84bd,Joe and I held straight on to Miss Havisham’s house.,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/bd910139,Estella opened the gate as usual.,Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/4462146b,Joe took his hat off and stood weighing it by the brim in both his hands.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/dd6b61c3,"Estella took no notice of either of us, but led us the way that I knew so well.",Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/20b06e42,Joe and Philip Pirrip held straight on to Miss Havisham’s house.,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/edfb2ba5,Estella opened the gate.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/736cc9a0,Joe took his hat off and stood weighing it by the brim.,Event,CONTEMPLATION,Joe and Pip's visit to Miss Havisham's house,1
event/b5c90af1,Estella led Joe and Philip Pirrip the way.,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/fb821d85,Philip Pirrip took Joe by the coat-cuff and conducted him into Miss Havisham’s presence.,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/219f4a41,Miss Havisham looked round at Joe and Philip Pirrip immediately.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/bd8186b4,Joe was weighing his hat with the greatest care and was coming after us in long strides on the tips of his toes.,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/e022115d,"Estella told Pip and Joe to go in, so Pip took Joe by the coat-cuff and conducted him into Miss Havisham’s presence.",Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/e72e0a69,Miss Havisham asked Joe if he was the husband of the sister of Pip.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/c45ffd24,Joe persisted in addressing Pip instead of Miss Havisham throughout the interview.,Event,AUTONOMY_ASSERTION,Joe and Pip's visit to Miss Havisham's house,1
event/68d9ed3c,Joe explained to Pip that he married Pip's sister when he was a single man.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/8e72797f,Miss Havisham asked Joe if he intended to take Pip as his apprentice.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/9e20a634,Joe replied to Pip that they were ever friends and it was looked forward to as being calculated to lead to larks.,Event,CONNECTION_DEEPENED,Joe and Pip's visit to Miss Havisham's house,1
event/d7f17009,Mr. Gargery and Pip discussed Pip's apprenticeship.,Event,CONTEMPLATION,Joe and Pip's visit to Miss Havisham's house,1
event/e437da5f,Miss Havisham inquired if Pip had ever made any objection to the trade.,Event,CONTEMPLATION,Joe and Pip's visit to Miss Havisham's house,1
event/c381963e,Joe Gargery insisted that it was Pip's wish to pursue the trade.,Event,PHYSICAL_ACTION,Joe and Pip's visit to Miss Havisham's house,1
event/15b45a61,Joe Gargery gave Pip's indentures to Pip instead of Miss Havisham.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/4f05a1df,Miss Havisham asked if Pip ever made any objection to the trade.,Event,CONTEMPLATION,Joe and Pip's visit to Miss Havisham's house,1
event/9e0e79bc,Joe explained that it was Pip's own wish to pursue the trade.,Event,ASPIRATION_REVEALED,Joe and Pip's visit to Miss Havisham's house,1
event/8b10da91,Joe gave Pip's indentures to Pip instead of Miss Havisham.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/05f0e710,Estella stood at the back of Miss Havisham’s chair and her eyes laughed mischievously.,Event,CHARACTER_EMOTION_SPIKE,Joe and Pip's visit to Miss Havisham's house,1
event/d86fab99,Miss Havisham asked if Joe brought Pip's indentures.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/85d12adb,Joe Gargery gave the indentures to Pip instead of Miss Havisham.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/dab49732,Philip Pirrip was ashamed of Joe Gargery.,Event,CHARACTER_EMOTION_SPIKE,Joe and Pip's visit to Miss Havisham's house,1
event/76472e10,Philip Pirrip gave the indentures to Miss Havisham.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/03efd618,Miss Havisham asked if Joe expected a premium with Pip.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/a17ad3cf,Joe Gargery explained to Pip that no premium was expected.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/aa1750e3,Miss Havisham gave Pip a premium of twenty-five guineas.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/f828cc0b,Miss Havisham gives Pip a bag with five-and-twenty guineas as a premium.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/897498f4,Joe expresses gratitude to Pip for the premium.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/2cc08a5f,Miss Havisham says goodbye to Pip and instructs Estella to let them out.,Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/32c6b8c6,Pip asks Miss Havisham if he is to come again.,Event,ANTICIPATION,Joe and Pip's visit to Miss Havisham's house,1
event/08f4b2e7,Miss Havisham tells Pip that Gargery is his master now.,Event,ADAPTATION_TO_CHANGE,Joe and Pip's visit to Miss Havisham's house,1
event/e36b09b8,Estella let them out.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/02d5437a,"Miss Havisham told Joe Gargery that the boy has been a good boy here, and that is his reward.",Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/2af6caae,Joe Gargery proceeded upstairs instead of coming down.,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/d730f8d3,Pip laid hold of Joe Gargery.,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
event/c2189bf9,"Joe Gargery and Pip were outside the gate, and it was locked, and Estella was gone.",Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/ab27ab1e,Joe Gargery backed up against a wall and said 'Astonishing!' repeatedly.,Event,CHARACTER_EMOTION_SPIKE,Joe and Pip's visit to Miss Havisham's house,1
event/144beef5,Joe Gargery became conversational and able to walk away.,Event,CHARACTER_TRANSFORMATION_SIGNAL,Joe and Pip's visit to Miss Havisham's house,1
event/f57a8d3f,Joe Gargery and Pip presented themselves in Mr. Pumblechook’s parlour.,Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/c540cc74,Pip's sister sat in conference with Mr. Pumblechook.,Event,CONNECTION_DEEPENED,Joe and Pip's visit to Miss Havisham's house,1
event/fd647787,Pip and Joe presented themselves in Mr. Pumblechook’s parlour where Mrs. Joe Gargery sat in conference with Mr. Pumblechook.,Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/294f4382,"Mrs. Joe Gargery addressed Pip and Joe, expressing surprise at their return.",Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/0f7a4345,Joe Gargery conveyed Miss Havisham’s compliments to Mrs. Joe Gargery.,Event,ADVICE_OFFERED,Joe and Pip's visit to Miss Havisham's house,1
event/a1c18d14,Joe Gargery conveyed Miss Havisham’s wish for ladies’ company.,Event,ADVICE_OFFERED,Joe and Pip's visit to Miss Havisham's house,1
event/a3efa4df,Mrs. Joe Gargery expressed a mollified reaction to Miss Havisham’s message.,Event,CHARACTER_EMOTION_SPIKE,Joe and Pip's visit to Miss Havisham's house,1
event/63da1b40,"Joe Gargery explained that Miss Havisham gave nothing to Pip but to his friends, meaning Mrs. Joe Gargery.",Event,ADVICE_OFFERED,Joe and Pip's visit to Miss Havisham's house,1
event/cd6c3d92,"My sister looked at Pumblechook: who smoothed the elbows of his wooden arm-chair, and nodded at her and at the fire, as if he had known all about it beforehand.",Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/f3f7f190,Joe asked what present company would say to ten pound.,Event,CONTEMPLATION,Joe and Pip's visit to Miss Havisham's house,1
event/55a7c66d,My sister said 'pretty well' in response to ten pound.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/b977d6e0,Joe said it's more than ten pound.,Event,AUTONOMY_ASSERTION,Joe and Pip's visit to Miss Havisham's house,1
event/6ca741dc,Pumblechook nodded and said it's more than that.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/78483438,Joe asked what present company would say to twenty pound.,Event,CONTEMPLATION,Joe and Pip's visit to Miss Havisham's house,1
event/ec21bc40,My sister said 'handsome would be the word' in response to twenty pound.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/a602fc9a,Joe said it's more than twenty pound.,Event,AUTONOMY_ASSERTION,Joe and Pip's visit to Miss Havisham's house,1
event/358c1e17,Pumblechook nodded again and said it's more than that.,Event,ACKNOWLEDGMENT,Joe and Pip's visit to Miss Havisham's house,1
event/e23de527,Joe offers twenty-five pounds to his sister.,Event,ACTION_TENSION,Joe and Pip's visit to Miss Havisham's house,1
event/13ffd103,Pumblechook rises to shake hands with Joe's sister.,Event,CONNECTION_DEEPENED,Joe and Pip's visit to Miss Havisham's house,1
event/357e8d4b,Pumblechook takes Pip into custody with a right of patronage.,Event,AUTONOMY_ASSERTION,Joe and Pip's visit to Miss Havisham's house,1
event/1922718f,Pumblechook insists that Pip must be bound out of hand.,Event,AUTONOMY_ASSERTION,Joe and Pip's visit to Miss Havisham's house,1
event/bcdcc17b,The Justices were sitting in the Town Hall near at hand,Event,ARRIVAL,Joe and Pip's visit to Miss Havisham's house,1
event/094565a4,We at once went over to have me bound apprentice to Joe in the Magisterial presence,Event,PHYSICAL_MOVEMENT,Joe and Pip's visit to Miss Havisham's house,1
